source_file,entity_label,bank_id,account_id,account_type,txn_date,txn_type,amount,name,memo,fitid,is_dup
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-25,DEBIT,-177.67,Withdrawal Trans,Withdrawal Trans,"20251225 7243090 17,767 4,529,328",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-25,DEBIT,-118.20,Withdrawal Trans,Withdrawal Trans,"20251225 7243090 11,820 468,371",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-24,DEBIT,-21.48,Withdrawal Trans,Withdrawal Trans,"20251224 7243090 2,148 5,380,010",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-24,DEBIT,-83.04,Withdrawal Trans,Withdrawal Trans,"20251224 7243090 8,304 1,650,832",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-23,DEBIT,-183.56,Withdrawal Trans,Withdrawal Trans,"20251223 7243090 18,356 8,798,007",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-23,DEBIT,-71.57,Withdrawal Trans,Withdrawal Trans,"20251223 7243090 7,157 478,968",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-22,CREDIT,94.38,Deposit Transfer,Deposit Transfer,"20251222 7243090 9,438 9,504,676",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-21,CREDIT,57.66,Deposit Transfer,Deposit Transfer,"20251221 7243090 5,766 9,321,431",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-19,DEBIT,-286.17,Withdrawal Trans,Withdrawal Trans,"20251219 7243090 28,617 1,657,488",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-18,DEBIT,-65.66,Withdrawal Trans,Withdrawal Trans,"20251218 7243090 6,566 4,186,666",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-17,DEBIT,-117.73,Withdrawal Trans,Withdrawal Trans,"20251217 7243090 11,773 7,037,520",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-15,DEBIT,-261.10,Withdrawal Trans,Withdrawal Trans,"20251215 7243090 26,110 7,229,168",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-12,DEBIT,-145.21,Withdrawal Trans,Withdrawal Trans,"20251212 7243090 14,521 4,593,624",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-11,CREDIT,199.73,Deposit Transfer,Deposit Transfer,"20251211 7243090 19,973 9,271,254",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-10,DEBIT,-21.49,Withdrawal Trans,Withdrawal Trans,"20251210 7243090 2,149 6,045,103",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-09,DEBIT,-68.84,Withdrawal Trans,Withdrawal Trans,"20251209 7243090 6,884 5,665,055",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-07,DEBIT,-100.00,Withdrawal Trans,Withdrawal Trans,"20251207 7243090 10,000 2,292,190",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-05,DEBIT,-117.30,Withdrawal Trans,Withdrawal Trans,"20251205 7243090 11,730 7,094,101",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-05,DEBIT,-78.67,Withdrawal Trans,Withdrawal Trans,"20251205 7243090 7,867 6,403,868",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-05,DEBIT,-24.00,Withdrawal Trans,Withdrawal Trans,"20251205 7243090 2,400 5,309,669",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-04,CREDIT,140.00,Deposit Transfer,Deposit Transfer,"20251204 7243090 14,000 9,117,499",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-04,DEBIT,-34.34,Withdrawal Trans,Withdrawal Trans,"20251204 7243090 3,434 6,907,171",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-04,DEBIT,-223.69,Withdrawal Trans,Withdrawal Trans,"20251204 7243090 22,369 6,482,503",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-04,DEBIT,-1.02,Withdrawal Trans,Withdrawal Trans,"20251204 7243090 102 4,969,693",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-03,CREDIT,20.70,Deposit Transfer,Deposit Transfer,"20251203 7243090 2,070 8,992,568",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-03,DEBIT,-38.22,Withdrawal Trans,Withdrawal Trans,"20251203 7243090 3,822 6,322,162",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-03,DEBIT,-263.26,Withdrawal Trans,Withdrawal Trans,"20251203 7243090 26,326 3,768,996",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-02,DEBIT,-284.18,Withdrawal Trans,Withdrawal Trans,"20251202 7243090 28,418 3,829,726",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-12-01,CREDIT,3568.12,Deposit Transfer,Deposit Transfer,"20251201 7243090 356,812 12,863,466",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-30,DEBIT,-1071.60,Withdrawal Trans,Withdrawal Trans,"20251130 7243090 107,160 14,794,122",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-30,CREDIT,43.93,Deposit Dividend Annual Percenta,Deposit Dividend Annual Percentage Yield Earned 115 from,"20251130 7243090 4,393 13,899,866",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-28,CREDIT,234.00,Deposit Transfer,Deposit Transfer,"20251128 7243090 23,400 9,153,945",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-26,DEBIT,-1875.02,Withdrawal Trans,Withdrawal Trans,"20251126 7243090 187,502 7,512,136",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-25,DEBIT,-142.63,Withdrawal Trans,Withdrawal Trans,"20251125 7243090 14,263 4,908,876",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-25,DEBIT,-42.92,Withdrawal Trans,Withdrawal Trans,"20251125 7243090 4,292 3,647,527",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-25,DEBIT,-118.20,Withdrawal Trans,Withdrawal Trans,"20251125 7243090 11,820 356,065",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-24,DEBIT,-21.48,Withdrawal Trans,Withdrawal Trans,"20251124 7243090 2,148 7,095,501",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-22,DEBIT,-8.59,Withdrawal Trans,Withdrawal Trans,"20251122 7243090 859 4,874,897",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-22,DEBIT,-75.00,Withdrawal Trans,Withdrawal Trans,"20251122 7243090 7,500 3,299,897",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-22,DEBIT,-10.72,Withdrawal Trans,Withdrawal Trans,"20251122 7243090 1,072 1,242,921",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-21,DEBIT,-338.06,Withdrawal Trans,Withdrawal Trans,"20251121 7243090 33,806 5,123,023",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-20,CREDIT,234.00,Deposit Transfer,Deposit Transfer,"20251120 7243090 23,400 8,901,313",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-19,DEBIT,-82.09,Withdrawal Trans,Withdrawal Trans,"20251119 7243090 8,209 8,393,678",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-18,DEBIT,-37.48,Withdrawal Trans,Withdrawal Trans,"20251118 7243090 3,748 3,854,311",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-16,DEBIT,-42.93,Withdrawal Trans,Withdrawal Trans,"20251116 7243090 4,293 3,651,702",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-16,DEBIT,-10.00,Withdrawal Trans,Withdrawal Trans,"20251116 7243090 1,000 105,204",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-15,DEBIT,-261.10,Withdrawal Trans,Withdrawal Trans,"20251115 7243090 26,110 4,506,000",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-14,DEBIT,-746.55,Withdrawal Trans,Withdrawal Trans,"20251114 7243090 74,655 6,220,944",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-14,DEBIT,-230.33,Withdrawal Trans,Withdrawal Trans,"20251114 7243090 23,033 6,199,177",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-14,DEBIT,-33.45,Withdrawal Trans,Withdrawal Trans,"20251114 7243090 3,345 46,110",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-13,DEBIT,-61.61,Withdrawal Trans,Withdrawal Trans,"20251113 7243090 6,161 6,896,530",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-13,DEBIT,-457.42,Withdrawal Trans,Withdrawal Trans,"20251113 7243090 45,742 165,076",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-12,DEBIT,-228.95,Withdrawal Trans,Withdrawal Trans,"20251112 7243090 22,895 7,870,033",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-12,DEBIT,-185.99,Withdrawal Trans,Withdrawal Trans,"20251112 7243090 18,599 4,324,640",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-10,DEBIT,-59.11,Withdrawal Trans,Withdrawal Trans,"20251110 7243090 5,911 6,302,027",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-06,CREDIT,109.02,Deposit Transfer,Deposit Transfer,"20251106 7243090 10,902 9,108,137",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-05,DEBIT,-75.00,Withdrawal Trans,Withdrawal Trans,"20251105 7243090 7,500 7,084,911",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-05,DEBIT,-40.51,Withdrawal Trans,Withdrawal Trans,"20251105 7243090 4,051 6,833,862",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-05,DEBIT,-9.06,Withdrawal Trans,Withdrawal Trans,"20251105 7243090 906 3,024,769",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-03,DEBIT,-386.82,Withdrawal Trans,Withdrawal Trans,"20251103 7243090 38,682 8,984,669",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-03,DEBIT,-331.69,Withdrawal Trans,Withdrawal Trans,"20251103 7243090 33,169 3,842,475",false
AccountHistory_STVE-MACU-20251101-20260420.qbo,STVE-MACU,[ROUTING-REDACTED],13602215-S0059,CHECKING,2025-11-01,DEBIT,-614.35,Withdrawal Trans,Withdrawal Trans,"20251101 7243090 61,435 4,788,502",false
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-31,DEBIT,-18.81,Withdrawal Trans,Withdrawal Trans,"20260331 7243090 1,881 17,484,051",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-31,CREDIT,18.81,Deposit Dividend Annual Percenta,Deposit Dividend Annual Percentage Yield Earned 115 from,"20260331 7243090 1,881 16,438,395",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-18,DEBIT,-32841.91,Withdrawal Trans,Withdrawal Trans,"20260318 7243090 3,284,191 5,323,194",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-17,DEBIT,-99.90,Withdrawal Trans,Withdrawal Trans,"20260317 7243090 9,990 6,679,621",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-15,DEBIT,-1399.91,Withdrawal Trans,Withdrawal Trans,"20260315 7243090 139,991 6,059,998",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-15,DEBIT,-244.99,Withdrawal Trans,Withdrawal Trans,"20260315 7243090 24,499 4,513,826",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-13,DEBIT,-37.62,Withdrawal Trans,Withdrawal Trans,"20260313 7243090 3,762 9,269,955",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-12,DEBIT,-145.19,Withdrawal Trans,Withdrawal Trans,"20260312 7243090 14,519 4,229,428",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-10,DEBIT,-563.04,Withdrawal Trans,Withdrawal Trans,"20260310 7243090 56,304 6,473,164",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-08,DEBIT,-1234.60,Withdrawal Trans,Withdrawal Trans,"20260308 7243090 123,460 5,362,177",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-07,DEBIT,-142.95,Withdrawal Trans,Withdrawal Trans,"20260307 7243090 14,295 5,457,749",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-07,DEBIT,-195.33,Withdrawal Trans,Withdrawal Trans,"20260307 7243090 19,533 2,878,396",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-04,DEBIT,-8.35,Withdrawal Trans,Withdrawal Trans,"20260304 7243090 835 3,115,866",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-03,DEBIT,-37.62,Withdrawal Trans,Withdrawal Trans,"20260303 7243090 3,762 1,704,144",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-02,DEBIT,-1182.65,Withdrawal Trans,Withdrawal Trans,"20260302 7243090 118,265 4,428,526",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-01,DEBIT,-27.34,Withdrawal Trans,Withdrawal Trans,"20260301 7243090 2,734 8,154,421",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-03-01,DEBIT,-505.44,Withdrawal Trans,Withdrawal Trans,"20260301 7243090 50,544 3,523,353",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-28,DEBIT,-55.00,Withdrawal Trans,Withdrawal Trans,"20260228 7243090 5,500 16,748,093",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-28,CREDIT,34.32,Deposit Dividend Annual Percenta,Deposit Dividend Annual Percentage Yield Earned 115 from,"20260228 7243090 3,432 15,753,522",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-28,DEBIT,-126.37,Withdrawal Trans,Withdrawal Trans,"20260228 7243090 12,637 1,191,445",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-27,DEBIT,-162.38,Withdrawal Trans,Withdrawal Trans,"20260227 7243090 16,238 1,509,035",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-25,DEBIT,-33.16,Withdrawal Trans,Withdrawal Trans,"20260225 7243090 3,316 6,899,073",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-25,DEBIT,-118.20,Withdrawal Trans,Withdrawal Trans,"20260225 7243090 11,820 813,269",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-24,DEBIT,-21.48,Withdrawal Trans,Withdrawal Trans,"20260224 7243090 2,148 5,920,692",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-22,DEBIT,-8.59,Withdrawal Trans,Withdrawal Trans,"20260222 7243090 859 4,149,711",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-21,DEBIT,-10.72,Withdrawal Trans,Withdrawal Trans,"20260221 7243090 1,072 6,508,591",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-21,DEBIT,-70.76,Withdrawal Trans,Withdrawal Trans,"20260221 7243090 7,076 4,542,365",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-19,DEBIT,-139.32,Withdrawal Trans,Withdrawal Trans,"20260219 7243090 13,932 4,809,572",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-18,DEBIT,-300.86,Withdrawal Trans,Withdrawal Trans,"20260218 7243090 30,086 5,528,115",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-17,DEBIT,-37.62,Withdrawal Trans,Withdrawal Trans,"20260217 7243090 3,762 9,291,006",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-15,DEBIT,-16.11,Withdrawal Trans,Withdrawal Trans,"20260215 7243090 1,611 5,922,533",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-15,DEBIT,-244.99,Withdrawal Trans,Withdrawal Trans,"20260215 7243090 24,499 4,583,547",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-12,CREDIT,1204.81,Deposit Transfer,Deposit Transfer,"20260212 7243090 120,481 9,302,237",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-11,DEBIT,-133.97,Withdrawal Trans,Withdrawal Trans,"20260211 7243090 13,397 5,233,408",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-10,DEBIT,-21.49,Withdrawal Trans,Withdrawal Trans,"20260210 7243090 2,149 5,615,080",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-06,DEBIT,-45.12,Withdrawal Trans,Withdrawal Trans,"20260206 7243090 4,512 9,603,880",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-06,DEBIT,-226.48,Withdrawal Trans,Withdrawal Trans,"20260206 7243090 22,648 4,241,939",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-05,CREDIT,151.48,Deposit Transfer,Deposit Transfer,"20260205 7243090 15,148 9,578,731",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-04,DEBIT,-180.30,Withdrawal Trans,Withdrawal Trans,"20260204 7243090 18,030 8,331,164",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-04,DEBIT,-69.94,Withdrawal Trans,Withdrawal Trans,"20260204 7243090 6,994 5,645,416",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-04,DEBIT,-8.20,Withdrawal Trans,Withdrawal Trans,"20260204 7243090 820 2,949,167",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-02,DEBIT,-55.00,Withdrawal Trans,Withdrawal Trans,"20260202 7243090 5,500 3,834,013",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-01,DEBIT,-505.44,Withdrawal Trans,Withdrawal Trans,"20260201 7243090 50,544 3,974,503",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-02-01,DEBIT,-85.10,Withdrawal Trans,Withdrawal Trans,"20260201 7243090 8,510 3,973,236",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-01-31,DEBIT,-1121.42,Withdrawal Trans,Withdrawal Trans,"20260131 7243090 112,142 15,137,699",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-01-31,CREDIT,40.36,Deposit Dividend Annual Percenta,Deposit Dividend Annual Percentage Yield Earned 115 from,"20260131 7243090 4,036 14,176,036",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-01-29,DEBIT,-70.01,Withdrawal Trans,Withdrawal Trans,"20260129 7243090 7,001 7,880,886",true
AccountHistory_STVE-MACU-SWEEP_20251101-20260422.qbo,STVE-MACU-SWEEP,[ROUTING-REDACTED],13602215-S0059,CHECKING,2026-01-28,DEBIT,-57.99,Withdrawal Trans,Withdrawal Trans,"20260128 7243090 5,799 2,731,992",true
